Title,Geek Rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Age,Type 1,Type 2
Hansel & Gretel,5.549,7.23,62,20.03,2021.0,1.5,2.0,4.0,20.0,30.0,6.0,,
Square Mile,5.549,6.53,119,,1962.0,2.15,2.0,4.0,60.0,60.0,12.0,,
Yom Kippur,5.549,6.96,76,,1983.0,3.4,2.0,4.0,120.0,120.0,12.0,Wargames,
Blockade,5.549,6.34,140,,1975.0,1.79,2.0,2.0,20.0,20.0,8.0,Abstract,
Schachen,5.548,7.13,63,,2011.0,2.22,2.0,2.0,30.0,30.0,6.0,Abstract,
Waldmeister,5.548,6.29,127,,1994.0,2.33,2.0,4.0,90.0,90.0,12.0,,
Library Labyrinth,5.548,7.65,55,,2023.0,0.0,1.0,5.0,30.0,60.0,10.0,,
Song of Drums and Shakos,5.548,7.53,55,,2008.0,2.0,2.0,8.0,45.0,45.0,,Wargames,
The Texas Chainsaw Massacre Board Game,5.548,7.05,72,43.99,2023.0,1.83,1.0,4.0,45.0,60.0,14.0,,
IT: Evil Below,5.548,6.73,110,,2019.0,2.0,2.0,7.0,40.0,60.0,17.0,,
Jedzie pociąg z daleka,5.548,6.27,132,,2017.0,1.5,1.0,4.0,20.0,45.0,6.0,,
You Robot,5.548,5.97,252,,2009.0,1.25,4.0,10.0,20.0,20.0,6.0,Party,
Death Over The Kingdom,5.548,6.88,90,,2017.0,2.2,3.0,16.0,15.0,45.0,10.0,,
Contrast,5.548,6.24,177,,2017.0,1.0,2.0,6.0,10.0,20.0,8.0,,
Micro Space Empire,5.548,6.47,123,,2011.0,1.22,1.0,1.0,10.0,10.0,,Thematic,Wargames
Wings Over France,5.548,7.41,61,,1992.0,3.22,1.0,1.0,60.0,60.0,10.0,Wargames,
Whitewater,5.548,5.94,246,,2012.0,1.54,2.0,6.0,45.0,60.0,8.0,,
L'osti d'jeu,5.548,5.94,306,,2014.0,1.0,3.0,12.0,40.0,40.0,18.0,Party,
Flag Dash,5.548,6.14,242,,2016.0,2.33,2.0,4.0,30.0,40.0,8.0,,
Cabale,5.548,6.17,160,,1999.0,2.47,2.0,4.0,60.0,60.0,12.0,Abstract,
Beetle to the Bubble,5.548,7.25,71,,2022.0,2.0,2.0,5.0,10.0,30.0,8.0,,
TAIJI,5.548,6.43,123,,2007.0,2.07,2.0,2.0,30.0,30.0,7.0,Abstract,
Crime Story: Vienna,5.548,6.72,80,21.29,2020.0,1.75,1.0,6.0,60.0,90.0,12.0,,
50 Missions: Ça se complique,5.548,7.39,50,,2021.0,0.0,1.0,4.0,20.0,30.0,8.0,,
Potemkin Empire,5.548,6.36,136,,2019.0,2.0,3.0,5.0,45.0,45.0,14.0,,
Wanzen tanzen,5.548,6.21,155,,2012.0,1.22,2.0,4.0,30.0,30.0,8.0,,
Star Wars: Battle for Endor,5.548,6.2,169,,1989.0,2.15,1.0,1.0,60.0,60.0,12.0,Thematic,Wargames
Walking on the Moon,5.548,6.82,88,,2016.0,1.6,2.0,5.0,30.0,45.0,10.0,,
Me Want Cookies!,5.548,5.96,270,,2015.0,1.1,2.0,5.0,10.0,10.0,5.0,,
Stonehenge,5.548,6.28,139,,1994.0,1.86,2.0,2.0,15.0,15.0,10.0,Abstract,
Kyoto Protocol,5.548,6.54,96,,2015.0,1.6,2.0,7.0,15.0,30.0,8.0,,
War for Edaðh,5.548,6.41,176,,2008.0,3.24,1.0,4.0,30.0,30.0,,Thematic,Wargames
Monopoly Express,5.548,5.66,936,28.28,1991.0,1.14,2.0,4.0,20.0,20.0,8.0,Family,
K'uh Nah,5.548,6.68,92,,2019.0,1.0,2.0,6.0,20.0,20.0,14.0,,
Battleground Fantasy Warfare: Orc Army,5.548,7.03,68,,2005.0,2.83,2.0,2.0,60.0,60.0,12.0,Customizable,Wargames
Rights,5.548,6.16,165,,2015.0,1.3,3.0,5.0,20.0,20.0,9.0,,
Decline and Fall of the Roman Empire,5.548,6.62,118,,1972.0,2.47,4.0,4.0,120.0,120.0,12.0,Wargames,
Shiloh 1862,5.548,7.61,58,,2020.0,2.57,1.0,2.0,90.0,180.0,14.0,Wargames,
The Shadow Planet: The Board Game,5.548,6.85,115,,2022.0,2.91,3.0,5.0,90.0,90.0,13.0,,
Inflation!,5.548,6.94,66,,2019.0,1.33,3.0,4.0,20.0,20.0,8.0,,
Nobody is Perfect: 20th Anniversary Edition,5.548,6.81,80,,2012.0,1.25,3.0,10.0,60.0,60.0,14.0,,
Cóatl: The Card Game,5.548,6.5,120,19.19,2022.0,1.75,1.0,4.0,20.0,30.0,10.0,,
Zodiac Duel,5.548,7.78,75,,2022.0,2.0,2.0,2.0,15.0,15.0,10.0,,
Skirmish,5.548,6.25,191,,1975.0,1.75,2.0,2.0,60.0,60.0,10.0,Wargames,
Lettow-Vorbeck: East Africa 1914-18,5.548,7.16,66,,2015.0,1.88,2.0,2.0,60.0,120.0,,Wargames,
Dynamite Nurse,5.548,6.34,133,,2011.0,2.0,3.0,5.0,50.0,50.0,16.0,,
Scotland Yard: The Hunt for Mister X,5.548,5.88,385,,2011.0,1.44,2.0,4.0,25.0,15.0,8.0,Abstract,Family
Escape Room: The Game – 2 Players Horror,5.548,6.37,125,,2020.0,2.5,1.0,2.0,60.0,60.0,16.0,,
Apogee,5.548,6.78,95,,2021.0,3.33,1.0,5.0,45.0,60.0,10.0,,
Amphipolis,5.548,6.21,149,,2015.0,1.8,1.0,4.0,30.0,30.0,10.0,Family,
Dampfross 2,5.548,6.94,69,,1985.0,2.5,2.0,6.0,75.0,75.0,10.0,,
Capone: The Business of Prohibition,5.548,6.77,99,,2020.0,1.17,2.0,5.0,45.0,70.0,14.0,,
Misterio,5.548,6.2,218,,1984.0,1.13,2.0,6.0,60.0,60.0,9.0,,
Pasaraya: Supermarket Manager,5.548,7.14,80,,2018.0,2.5,1.0,4.0,60.0,90.0,14.0,,
Glik,5.548,6.24,129,,2006.0,2.0,2.0,4.0,30.0,30.0,10.0,Abstract,
Nunatak: Temple of Ice,5.548,7.09,69,,2023.0,1.67,2.0,4.0,30.0,45.0,10.0,,
Hunt a Killer: Body on the Boardwalk,5.548,7.02,67,,2021.0,2.0,1.0,6.0,30.0,180.0,14.0,,
Berserk: Trading Card Game,5.548,7.3,185,,2003.0,3.05,2.0,2.0,40.0,60.0,,Customizable,
Stonewall Uprising,5.548,7.88,59,,2022.0,2.2,1.0,2.0,30.0,60.0,16.0,,
Zurmat: Small Scale Counterinsurgency,5.548,7.98,47,,2022.0,2.5,2.0,2.0,60.0,90.0,14.0,Wargames,
Triple Yahtzee,5.548,5.91,418,99.99,1972.0,1.56,1.0,10.0,45.0,45.0,8.0,,
Champions of the Galaxy,5.548,8.16,73,,1986.0,2.18,1.0,4.0,30.0,30.0,10.0,,
Stone Daze,5.548,7.46,68,,2018.0,2.0,2.0,6.0,45.0,60.0,10.0,,
18CO: Rock & Stock,5.548,7.02,64,,2020.0,4.0,3.0,6.0,240.0,420.0,,,
Serbia the Defiant / Romania: Transylvanian Gambit,5.548,7.57,55,,2000.0,3.25,2.0,2.0,360.0,360.0,12.0,Wargames,
Nantucket,5.548,5.96,251,,2016.0,1.9,2.0,2.0,20.0,20.0,13.0,,
Shuffleboard Game,5.548,7.0,63,,,1.0,2.0,4.0,20.0,20.0,,,
HeroTec,5.548,6.73,89,,2018.0,2.0,2.0,2.0,30.0,30.0,10.0,,
Traverse,5.548,5.96,281,,1987.0,1.97,2.0,4.0,30.0,30.0,7.0,Abstract,
Wonderland Fluxx,5.548,7.08,79,20.0,2021.0,1.5,2.0,6.0,5.0,30.0,8.0,,
Deus Ex Machina,5.548,6.79,101,,2016.0,1.93,2.0,4.0,30.0,45.0,10.0,Family,Strategy
Paleontologists,5.548,6.97,68,,2020.0,1.67,1.0,100.0,15.0,20.0,8.0,,
War Stories: Red Storm,5.548,7.09,73,,2014.0,2.8,1.0,2.0,60.0,60.0,14.0,Wargames,
War & Peace,5.548,6.74,86,,2012.0,2.29,2.0,5.0,180.0,180.0,,Wargames,
Ikonikus,5.548,5.97,301,,2013.0,1.19,3.0,8.0,15.0,15.0,7.0,Party,
Traffic Jam,5.548,6.66,96,,2019.0,1.5,3.0,8.0,10.0,20.0,8.0,,
Kaliko,5.548,6.57,96,,1968.0,2.3,1.0,4.0,90.0,90.0,8.0,Abstract,
Manassas,5.548,8.63,41,,1980.0,3.25,2.0,4.0,240.0,240.0,,Wargames,
Battlefold,5.548,6.45,132,,2017.0,2.0,2.0,4.0,25.0,35.0,8.0,,
Skirmish Wars: Advance Tactics,5.548,7.53,73,,2009.0,2.33,2.0,4.0,60.0,60.0,,Wargames,
Unlock! Kids: Stories from the Past,5.548,7.96,40,,2022.0,0.0,1.0,4.0,20.0,20.0,6.0,,
Give Us Victories,5.548,8.36,40,,2022.0,2.5,1.0,2.0,120.0,480.0,10.0,Wargames,
Imperium Romanum,5.548,8.03,56,134.95,2019.0,4.09,1.0,6.0,60.0,6000.0,12.0,Wargames,
Life Siphon,5.548,6.29,147,,2019.0,2.25,2.0,4.0,20.0,40.0,13.0,,
Mini FITS,5.548,5.86,306,,2010.0,1.23,1.0,4.0,15.0,15.0,8.0,Family,
Caravelas,5.548,5.89,371,,2010.0,2.55,2.0,4.0,75.0,75.0,8.0,Family,
Wanted 7,5.548,6.47,133,,2017.0,1.43,2.0,6.0,20.0,40.0,8.0,,
Inside Pitch Baseball,5.548,8.12,53,,2008.0,3.33,1.0,2.0,30.0,30.0,,,
Goblins vs Zombies,5.548,6.38,122,,2013.0,2.0,1.0,3.0,15.0,15.0,7.0,,
Pandoria Merchants,5.548,6.5,109,,2020.0,3.0,1.0,4.0,30.0,90.0,8.0,,
Noises at Night,5.548,6.46,133,,2018.0,1.67,2.0,4.0,10.0,20.0,8.0,,
Kleine Helden,5.548,6.12,187,,2007.0,1.81,2.0,5.0,45.0,45.0,,,
Tannenberg 1914,5.548,7.09,72,,1990.0,3.45,2.0,3.0,240.0,240.0,,Wargames,
Night Drop 2: Pegasus Bridge,5.548,7.52,51,,2018.0,3.2,2.0,2.0,90.0,120.0,,Wargames,
Battleground Fantasy Warfare: Elves of Ravenwood,5.548,7.0,66,,2006.0,2.67,2.0,2.0,60.0,60.0,12.0,Thematic,Wargames
Chitin: I,5.548,6.09,213,,1977.0,1.77,2.0,2.0,30.0,30.0,10.0,Wargames,
Jenga: Donkey Kong Collector's Edition,5.548,5.96,364,,2008.0,1.2,1.0,4.0,20.0,20.0,6.0,Family,
War of Resistance,5.548,7.05,70,,1998.0,4.5,2.0,2.0,,,12.0,Wargames,
RoadKill,5.548,5.88,299,,1993.0,2.39,2.0,10.0,90.0,90.0,12.0,Strategy,
"Drive on Moscow: Operation Typhoon, 1941",5.548,7.02,80,,2007.0,2.38,2.0,2.0,240.0,240.0,12.0,Wargames,
"7 Symbols, and 7 Nations",5.548,7.09,59,,2015.0,2.2,3.0,4.0,20.0,20.0,8.0,,
London & Northwestern,5.548,6.84,67,,2018.0,0.0,3.0,5.0,60.0,90.0,,,
MOD X,5.548,6.97,109,,2012.0,1.67,2.0,4.0,25.0,25.0,15.0,Abstract,
Pile-Up Rush,5.548,6.53,109,,2017.0,1.0,2.0,4.0,20.0,20.0,7.0,,
The American Revolution: Decision in North America,5.548,7.08,64,,2011.0,2.75,2.0,2.0,300.0,300.0,,Wargames,
Blood & Iron,5.548,6.37,127,,1993.0,2.5,2.0,2.0,180.0,300.0,,Wargames,
Deadball: Baseball With Dice (Second Edition),5.548,8.77,37,,2022.0,3.0,1.0,2.0,15.0,30.0,8.0,,
ORP Orzeł,5.548,6.93,71,,2020.0,2.17,2.0,2.0,20.0,30.0,10.0,Wargames,
Telma,5.548,7.06,104,,2017.0,1.0,4.0,8.0,20.0,20.0,6.0,,
Keep'em Rolling: 1944 – Race to the Rhine,5.548,7.87,41,,2023.0,2.5,1.0,4.0,90.0,120.0,14.0,Wargames,
Battlegroup: Kursk,5.548,7.74,54,,2012.0,3.0,2.0,2.0,120.0,120.0,12.0,Wargames,
"Battle for Galicia, 1914",5.548,7.85,47,,2006.0,2.17,2.0,2.0,,,,Wargames,
Bloody Omaha: D-Day 1944,5.548,7.89,48,,2009.0,4.67,2.0,2.0,180.0,180.0,12.0,Wargames,
Die verlassene Bibliothek,5.548,6.1,160,,2020.0,1.89,1.0,4.0,60.0,75.0,12.0,,
Kahmaté,5.548,6.34,117,,2008.0,1.91,2.0,2.0,30.0,30.0,10.0,,
Dekalko,5.548,6.5,114,,2019.0,1.0,3.0,6.0,30.0,30.0,8.0,,
Victim: The Cursed Forest,5.548,7.05,103,,2020.0,2.71,2.0,6.0,45.0,90.0,14.0,,
The Girl Who Made The Stars,5.548,6.9,82,,2023.0,2.5,1.0,4.0,60.0,60.0,14.0,,
Pirates of the Spanish Main: Shuffling the Deck,5.548,5.98,226,,2012.0,1.58,2.0,4.0,30.0,30.0,8.0,,
Binho Classic: Pro Series,5.547,8.12,64,,2019.0,1.0,2.0,4.0,5.0,10.0,4.0,,
Web and Starship,5.547,6.43,119,,1984.0,3.53,2.0,3.0,120.0,120.0,12.0,Wargames,
Mirror Mansion,5.547,5.98,206,,2009.0,1.36,2.0,4.0,20.0,20.0,6.0,Children's,Family
Disney Return of the Headless Horseman Game,5.547,7.39,66,,2022.0,0.0,2.0,4.0,15.0,15.0,6.0,,
Dig Down Dwarf (Second Edition),5.547,6.75,92,,2017.0,2.0,2.0,6.0,15.0,30.0,10.0,,
50 Clues: The Home Temple,5.547,6.09,183,,2019.0,2.0,1.0,5.0,20.0,20.0,16.0,,
Colonies,5.547,7.03,63,,2012.0,3.6,3.0,5.0,150.0,150.0,14.0,Strategy,
Sellswords & Spellslingers,5.547,8.27,59,,2018.0,2.0,1.0,6.0,30.0,120.0,10.0,Wargames,
The Doom That Came to Atlantic City,5.547,5.99,353,,2013.0,1.83,2.0,4.0,45.0,45.0,15.0,Family,
Twitch,5.547,6.08,182,,1998.0,1.17,3.0,6.0,15.0,15.0,10.0,,
Dune: Betrayal,5.547,6.29,183,,2021.0,2.0,4.0,8.0,20.0,40.0,14.0,,
TonTon,5.547,6.37,134,,2018.0,1.67,3.0,5.0,15.0,30.0,8.0,,
Costa Ruana,5.547,6.19,158,,2014.0,2.0,2.0,6.0,20.0,60.0,8.0,,
Knockdown: Volume II,5.547,7.21,58,,2022.0,0.0,2.0,4.0,15.0,45.0,8.0,,
Quantik,5.547,6.03,317,48.49,2019.0,1.57,2.0,2.0,20.0,20.0,8.0,Abstract,
Trick or Treat,5.547,6.83,83,,2011.0,1.67,2.0,6.0,45.0,45.0,13.0,,
Das Bankett: Teil 1 – Der Raub des Diamanten von Ramanpur,5.547,7.99,37,,2021.0,2.67,1.0,6.0,120.0,240.0,14.0,,
Kapadokya,5.547,7.14,86,,2021.0,1.67,2.0,2.0,15.0,30.0,10.0,,
Watten,5.547,7.01,63,,,2.13,2.0,4.0,30.0,30.0,8.0,Abstract,
Monkey Business,5.547,6.22,172,,2016.0,1.0,4.0,16.0,15.0,15.0,8.0,,
21Moon,5.547,7.39,51,,2020.0,4.0,2.0,5.0,150.0,310.0,,,
Stuka Leader,5.547,7.97,53,,2023.0,3.25,1.0,1.0,45.0,120.0,,Wargames,
The Perfumer,5.547,6.28,147,,2016.0,2.57,2.0,5.0,60.0,90.0,12.0,Strategy,
Bell-Bottomed Badassses on the Mean Streets of Funk,5.547,5.96,228,129.99,2004.0,1.48,2.0,6.0,20.0,40.0,13.0,Thematic,
Primordial Secrets,5.547,8.6,58,,2023.0,2.67,2.0,4.0,30.0,90.0,13.0,,
Polite Society: The Jane Austen Board Game,5.547,6.79,95,,2018.0,1.67,2.0,5.0,30.0,30.0,8.0,,
Outfoxed!,5.547,6.98,69,,2017.0,0.0,2.0,2.0,20.0,20.0,7.0,,
Warhammer Fantasy Battle (Third Edition),5.547,7.17,66,,1987.0,3.33,2.0,99.0,180.0,360.0,16.0,Wargames,
Beaches for the Brave: A Solitaire Wargame,5.547,7.81,55,15.99,2022.0,1.4,1.0,1.0,5.0,15.0,12.0,Wargames,
Killer,5.547,6.23,161,,1981.0,2.07,3.0,50.0,360.0,360.0,12.0,Party,Thematic
"Marita-Merkur: The Campaign in the Balkans, 1940-41",5.547,6.73,99,,1979.0,3.82,2.0,2.0,120.0,120.0,12.0,Wargames,
Wayfinder,5.547,6.58,116,,2006.0,2.84,1.0,4.0,45.0,45.0,,Abstract,
Risk: Mass Effect – Galaxy at War Edition,5.547,6.84,105,,2013.0,2.0,2.0,5.0,90.0,90.0,10.0,,
7 Moons: Heroes of Dragon Reach,5.547,7.29,75,,2021.0,1.88,1.0,4.0,30.0,60.0,8.0,,
48th Panzer Korps: Battles on the River Chir,5.547,6.95,83,,1991.0,2.75,2.0,2.0,240.0,240.0,12.0,Wargames,
Dwarf,5.547,6.57,111,,2017.0,2.0,1.0,5.0,15.0,20.0,10.0,,
Timeline: Science Museum,5.547,6.92,71,,2018.0,1.0,2.0,8.0,15.0,15.0,8.0,,
Grand National Derby,5.547,6.41,106,,1996.0,1.71,2.0,5.0,30.0,30.0,10.0,Strategy,
Emu Ranchers,5.547,6.52,105,,2008.0,1.57,2.0,2.0,15.0,15.0,,Family,Strategy
Ghost for $ale,5.547,5.93,251,,2007.0,2.06,3.0,5.0,40.0,40.0,8.0,,
Desert Island,5.547,6.33,147,,2015.0,2.0,4.0,6.0,60.0,60.0,8.0,,
Black Stories 4,5.547,6.01,241,,2008.0,1.17,2.0,15.0,45.0,45.0,14.0,,
Bounce It-In Game,5.547,6.23,134,,1984.0,1.12,2.0,4.0,10.0,10.0,6.0,Children's,
The Acts of the Evangelists,5.547,7.2,60,,2022.0,2.33,2.0,5.0,45.0,60.0,10.0,,
Make Make,5.547,7.47,61,,2020.0,2.2,3.0,4.0,30.0,30.0,10.0,Abstract,
Like Lions They Fought,5.547,6.55,112,,1994.0,2.54,2.0,2.0,120.0,120.0,12.0,Wargames,
Foragers,5.547,6.35,136,60.0,2016.0,2.08,2.0,4.0,60.0,80.0,8.0,,
The Dauphin and the Sword,5.547,7.83,46,,2014.0,2.54,2.0,2.0,,,,Wargames,
Catch a Falling Star,5.547,6.16,149,,2011.0,1.0,1.0,5.0,15.0,15.0,5.0,Children's,
Party Bugs,5.547,6.29,130,,2018.0,1.2,2.0,6.0,15.0,15.0,8.0,,
Fire In The Hole,5.547,7.23,87,,2022.0,1.0,2.0,4.0,15.0,40.0,6.0,,
Hijacked,5.547,6.71,121,,2023.0,2.4,1.0,4.0,20.0,60.0,12.0,,
Darkness,5.547,7.18,80,,2018.0,1.25,2.0,5.0,20.0,30.0,8.0,,
Doodle Islands,5.547,6.5,106,,2018.0,1.75,1.0,5.0,40.0,40.0,10.0,,
ASG Golf,5.547,8.01,53,,2009.0,2.86,1.0,4.0,,,,,
Laniakea,5.547,7.63,54,,2022.0,2.0,2.0,2.0,30.0,40.0,8.0,Abstract,
Woolfy,5.547,6.51,122,,2009.0,1.0,1.0,4.0,20.0,20.0,4.0,,
Ark: Awakening,5.547,7.18,70,,2022.0,3.88,1.0,4.0,20.0,80.0,14.0,,
For The Win,5.547,5.74,504,,2012.0,1.84,2.0,2.0,10.0,10.0,8.0,Abstract,
General Quarters (Third Edition),5.547,7.52,51,,2006.0,3.4,2.0,12.0,120.0,120.0,12.0,Wargames,
Roll & Play,5.547,6.59,93,,2012.0,1.0,2.0,2.0,5.0,5.0,1.0,Children's,
Elements of the Gods,5.547,7.37,55,,2021.0,2.2,1.0,5.0,30.0,90.0,14.0,,
"Case White: The Invasion of Poland, 1939",5.547,6.45,128,,1977.0,3.79,2.0,2.0,120.0,120.0,12.0,Wargames,
The Lonely Mountain,5.547,6.57,104,,1984.0,2.88,2.0,5.0,90.0,90.0,13.0,Strategy,Wargames
Astronomy Fluxx,5.547,6.61,102,20.0,2020.0,1.4,2.0,6.0,5.0,30.0,8.0,,
Warhammer Age of Sigmar: The Rise & Fall of Anvalor,5.547,6.44,138,24.98,2019.0,2.2,1.0,4.0,60.0,60.0,14.0,,
1883: Building Railroads in Northern Italy,5.547,7.1,60,,2019.0,4.25,2.0,4.0,180.0,300.0,12.0,,
Queen by Midnight,5.547,6.92,122,,2023.0,2.6,3.0,6.0,60.0,90.0,12.0,,
Cauldron Quest,5.547,6.25,163,,2015.0,1.17,2.0,4.0,20.0,20.0,6.0,Children's,
Rick and Morty: 100 Días,5.547,6.52,128,,2017.0,2.88,2.0,4.0,45.0,70.0,16.0,,
Rock'n Rodeo: Der Festivalmanager,5.547,6.67,87,,2014.0,3.0,2.0,4.0,120.0,120.0,14.0,,
World War II: Barbarossa 1941,5.547,6.9,94,,2010.0,3.6,2.0,2.0,60.0,60.0,10.0,Wargames,
"A Frozen Hell: The Battle of Tolvajärvi, Russo-Finnish War, 1939",5.547,6.71,90,,2000.0,3.71,2.0,2.0,240.0,240.0,12.0,Wargames,
Drone Home,5.547,6.7,81,11.42,2020.0,1.0,2.0,4.0,5.0,15.0,8.0,,
Sherlock Express,5.547,6.03,239,,2019.0,1.0,2.0,6.0,10.0,10.0,7.0,,
Eclipse,5.547,6.17,176,,1999.0,1.89,2.0,2.0,15.0,15.0,8.0,Abstract,
Kreuzwort,5.547,6.34,113,,2013.0,1.25,1.0,4.0,20.0,20.0,8.0,,
Kauri,5.547,8.0,48,,2023.0,2.0,2.0,4.0,40.0,60.0,10.0,,
ECK: A solo trick-taking card game,5.547,7.38,55,,2020.0,1.4,1.0,1.0,15.0,30.0,8.0,,
Honeycombs,5.547,6.22,155,,2016.0,1.6,1.0,8.0,15.0,30.0,6.0,,
Triggs,5.547,6.38,107,,2022.0,1.0,2.0,4.0,20.0,20.0,8.0,,
Space Station Zero,5.547,7.89,51,,2022.0,3.0,1.0,4.0,60.0,180.0,12.0,Wargames,
Kaikoro,5.547,7.05,67,,2022.0,2.0,1.0,99.0,30.0,60.0,10.0,,
Check Your 6! Jet Age,5.547,7.89,44,,2010.0,3.11,2.0,20.0,120.0,120.0,12.0,Wargames,
A Song of Ice & Fire: Tabletop Miniatures Game – Baratheon Starter Set,5.547,8.65,39,77.1,2019.0,0.0,2.0,2.0,45.0,60.0,14.0,Wargames,
Skybridge,5.547,5.92,301,,2006.0,1.93,2.0,4.0,20.0,20.0,7.0,Abstract,
The Lucky Seven,5.547,7.62,54,,2023.0,1.67,1.0,1.0,10.0,20.0,,Wargames,
JurassAttack!,5.547,6.17,159,,2015.0,1.09,2.0,2.0,15.0,15.0,8.0,,
Stocks & Bonds,5.547,5.76,656,,1964.0,2.03,2.0,8.0,60.0,60.0,12.0,Family,Strategy
Anno Domini: Showbizz,5.547,6.76,80,,2008.0,2.0,2.0,8.0,30.0,30.0,10.0,,
Gardeners,5.547,6.35,129,17.21,2023.0,2.0,1.0,4.0,15.0,15.0,10.0,,
March Madness,5.547,6.32,142,,1991.0,2.27,2.0,64.0,45.0,45.0,10.0,,
Broker,5.547,5.82,440,,1961.0,2.04,2.0,6.0,75.0,75.0,12.0,Family,Strategy
Wabbit Wampage,5.547,6.02,232,,1985.0,2.05,2.0,4.0,120.0,120.0,12.0,Thematic,
Command at Sea: 4th Edition – War at Sea 1926-1955,5.547,8.08,45,,2008.0,4.33,1.0,8.0,,,12.0,Wargames,
Gorizia 1916: La sesta battaglia dell'Isonzo,5.547,7.62,52,,2016.0,3.0,2.0,4.0,,,,Wargames,
Manifest,5.547,6.51,113,,2014.0,2.8,2.0,5.0,45.0,45.0,13.0,,
"June '44: The Struggle for Normandy, 1944",5.547,7.25,61,,2008.0,2.1,2.0,2.0,120.0,120.0,,Wargames,
Holy Roman Empire,5.547,6.49,109,,1984.0,2.79,2.0,6.0,240.0,240.0,12.0,Wargames,
Katamino Duo,5.547,6.49,102,37.95,2013.0,1.25,1.0,2.0,10.0,10.0,3.0,,
Dirty Fridge,5.547,8.18,59,,2019.0,1.5,3.0,6.0,5.0,15.0,8.0,,
"Ariete: The Battle of Bir el Gubi, Libya November 1941",5.547,8.03,43,,2020.0,4.2,1.0,2.0,,,12.0,Wargames,
Pico 2,5.547,5.88,282,,1997.0,1.15,2.0,2.0,5.0,5.0,10.0,,
O'Connor's Offensive,5.547,6.72,82,,1985.0,3.1,2.0,2.0,180.0,180.0,12.0,Wargames,
Days of Decision II,5.547,6.36,121,,1994.0,3.69,2.0,7.0,300.0,300.0,14.0,Strategy,Wargames
Micro City,5.547,6.42,105,,2018.0,2.0,1.0,1.0,5.0,30.0,10.0,,
Polyhedral Park Planner,5.547,6.95,66,,2019.0,2.38,1.0,100.0,30.0,30.0,10.0,,
China: The Middle Kingdom,5.547,6.76,86,,2008.0,2.93,4.0,4.0,,,12.0,Strategy,Wargames
Wizards Cup,5.547,7.19,59,,2023.0,1.8,2.0,2.0,15.0,30.0,10.0,,
Stockmarket,5.547,6.78,77,,1987.0,2.5,2.0,6.0,90.0,90.0,12.0,,
Heroes of Might & Magic III: The Board Game,5.547,7.48,142,,2023.0,3.45,1.0,4.0,90.0,120.0,14.0,,
Bluff in Zoo,5.547,6.29,126,,2013.0,1.1,2.0,6.0,20.0,20.0,8.0,,
We Were Brothers,5.547,7.53,67,,2015.0,3.07,1.0,6.0,120.0,300.0,15.0,Wargames,
Arcane Alley,5.547,7.0,94,,2019.0,2.0,2.0,6.0,45.0,45.0,10.0,,
Conquest,5.547,6.74,80,,1972.0,2.44,2.0,2.0,30.0,30.0,10.0,Abstract,Strategy
Scribbly Gum,5.547,7.57,48,,2023.0,1.0,1.0,99.0,20.0,20.0,6.0,,
Dark December,5.547,7.29,70,,1979.0,3.0,1.0,2.0,120.0,120.0,14.0,Wargames,
Storm Over Scandinavia,5.547,7.43,57,,1998.0,4.0,1.0,4.0,480.0,480.0,12.0,Wargames,
Endurance,5.547,8.11,40,,2023.0,2.0,1.0,1.0,60.0,60.0,,,
VOR: The Maelstrom,5.547,6.89,85,199.99,1999.0,2.83,2.0,10.0,90.0,90.0,12.0,Wargames,
Dragon Keeper: The Dungeon,5.547,5.96,278,,2016.0,2.0,2.0,4.0,20.0,30.0,10.0,Family,
Slaughterville,5.547,6.44,144,,2015.0,3.0,1.0,6.0,60.0,120.0,14.0,Thematic,
When Lions Sailed,5.547,7.1,63,,2011.0,2.78,2.0,4.0,240.0,240.0,10.0,Wargames,
Khyber Rifles: Britannia in Afghanistan,5.547,6.82,76,,2012.0,1.73,2.0,2.0,30.0,30.0,12.0,Wargames,
Munchkin Collectible Card Game,5.546,6.23,175,,2018.0,2.67,2.0,2.0,20.0,40.0,10.0,,
We Care: A Grizzled Game,5.546,6.67,97,,2021.0,2.33,2.0,5.0,30.0,30.0,14.0,,
Dȗhr: The Lesser Houses,5.546,6.44,104,,2018.0,2.5,4.0,6.0,30.0,30.0,14.0,,
Magic Dance,5.546,5.76,569,,1988.0,1.46,3.0,6.0,45.0,45.0,8.0,Family,
Schlacht am Buffet,5.546,6.21,134,,2011.0,1.67,3.0,6.0,30.0,30.0,8.0,Family,
Corunea,5.546,6.63,117,,2008.0,3.0,2.0,4.0,30.0,30.0,15.0,Customizable,
Czas Honoru: Operacja Most III,5.546,6.35,131,,2013.0,2.35,2.0,2.0,30.0,30.0,12.0,Wargames,
Ni no Kuni II: The Board Game,5.546,6.46,170,32.5,2019.0,1.63,1.0,4.0,30.0,30.0,14.0,,
Happy Campers,5.546,7.34,80,,2023.0,1.57,1.0,99.0,15.0,30.0,6.0,,
One Night Ultimate Werewolf: Epic Battle,5.546,7.38,53,,2020.0,2.33,3.0,10.0,10.0,10.0,10.0,,
Splotch!,5.546,6.66,92,,1998.0,2.14,2.0,2.0,30.0,30.0,8.0,,
Drones VS Goélands,5.546,6.42,121,,2022.0,1.67,1.0,2.0,15.0,20.0,14.0,,
