Title,Geek Rating,Avg rating,Num of voters,Price,Year,Complexity,Min players,Max players,Min time,Max time,Age,Type 1,Type 2
A Game of Thrones: The Card Game,6.447,6.82,6238,49.99,2008.0,3.25,2.0,4.0,60.0,120.0,12.0,Customizable,Strategy
Cahoots,6.446,7.14,2857,,2018.0,1.12,1.0,4.0,20.0,20.0,10.0,Family,
Super-Skill Pinball: 4-Cade,6.446,7.12,2904,29.74,2020.0,2.23,1.0,4.0,30.0,30.0,12.0,Family,
Street Masters,6.446,7.98,1346,,2018.0,2.84,1.0,4.0,45.0,120.0,14.0,Thematic,
Vagrantsong,6.445,7.64,1744,66.75,2022.0,3.19,2.0,4.0,45.0,120.0,14.0,Strategy,Thematic
Dungeon Twister,6.444,6.81,6012,,2004.0,2.89,2.0,2.0,60.0,60.0,11.0,Strategy,
Elfenland,6.444,6.68,8847,,1998.0,2.15,2.0,6.0,60.0,60.0,10.0,Family,
The Magic Labyrinth,6.443,6.81,5962,,2009.0,1.22,2.0,4.0,20.0,30.0,6.0,Children's,Family
Smash Up: It's Your Fault!,6.443,7.49,1979,34.94,2016.0,2.04,2.0,2.0,45.0,60.0,14.0,Family,Strategy
Ubongo,6.442,6.69,9240,35.43,2003.0,1.51,1.0,4.0,25.0,25.0,8.0,Abstract,Family
Carcassonne: Winter Edition,6.442,7.49,1902,,2012.0,1.8,2.0,5.0,40.0,40.0,8.0,Family,
"The Hunters: German U-Boats at War, 1939-43",6.442,7.73,1746,,2013.0,2.54,1.0,2.0,120.0,120.0,12.0,Wargames,
Rise of Tribes,6.442,7.14,3013,,2018.0,2.18,2.0,4.0,30.0,60.0,10.0,Strategy,
Federation,6.442,8.06,1259,99.99,2022.0,3.65,2.0,4.0,60.0,120.0,14.0,Strategy,
The Werewolves of Miller's Hollow,6.441,6.69,11495,,2001.0,1.31,8.0,18.0,30.0,30.0,10.0,Party,
Java,6.441,7.01,3442,,2000.0,3.38,2.0,4.0,120.0,120.0,12.0,Strategy,
Encyclopedia,6.441,7.47,2014,50.96,2022.0,3.03,1.0,4.0,60.0,120.0,14.0,Strategy,
Apiary,6.441,8.02,1320,74.99,2023.0,2.81,1.0,5.0,60.0,90.0,14.0,Strategy,
Ulm,6.441,7.03,3286,39.99,2016.0,2.7,2.0,4.0,45.0,75.0,10.0,Strategy,
Hostage Negotiator,6.44,6.81,5731,24.27,2015.0,2.02,1.0,1.0,20.0,20.0,13.0,Thematic,
Mission: Red Planet,6.439,6.88,4234,,2005.0,2.32,3.0,5.0,60.0,60.0,10.0,Strategy,
Carnival of Monsters,6.439,7.26,2570,31.99,2019.0,2.13,2.0,5.0,45.0,45.0,12.0,Family,
Ghost Blitz,6.438,6.71,9026,20.34,2010.0,1.15,2.0,8.0,20.0,20.0,8.0,Family,Party
Viceroy,6.438,6.79,5589,20.31,2014.0,2.64,1.0,4.0,45.0,60.0,13.0,Strategy,
Ultimate Werewolf: Ultimate Edition,6.438,6.97,4044,,2008.0,1.49,5.0,68.0,30.0,90.0,8.0,Party,
Mini Rogue,6.437,7.61,1838,26.24,2020.0,2.0,1.0,2.0,30.0,45.0,12.0,Thematic,
Timeline: Inventions,6.437,6.7,8268,,2010.0,1.1,2.0,8.0,15.0,15.0,8.0,Family,
Resist!,6.436,7.65,1652,,2022.0,2.17,1.0,1.0,20.0,40.0,10.0,Wargames,
Qwinto,6.436,6.99,3415,,2015.0,1.32,2.0,6.0,15.0,15.0,8.0,Family,
Riftforce,6.436,7.32,2250,24.25,2021.0,2.11,2.0,2.0,20.0,30.0,10.0,Customizable,
Coloma,6.435,7.36,2076,,2019.0,2.96,1.0,6.0,60.0,90.0,14.0,Strategy,
Axis & Allies: Europe 1940,6.435,7.57,2206,70.08,2010.0,3.5,2.0,6.0,360.0,360.0,12.0,Wargames,
The Wolves,6.435,7.42,2101,49.54,2022.0,2.78,2.0,5.0,75.0,75.0,14.0,Strategy,
Roll Camera!: The Filmmaking Board Game,6.435,7.54,1808,,2021.0,2.24,1.0,6.0,45.0,90.0,11.0,Thematic,
Unlock!: Mythic Adventures,6.435,7.73,1433,,2020.0,2.13,1.0,6.0,60.0,60.0,10.0,Family,Thematic
Liberty or Death: The American Insurrection,6.433,7.78,1482,74.0,2016.0,4.08,1.0,4.0,180.0,360.0,14.0,Wargames,
SHŌBU,6.433,7.53,1803,29.99,2019.0,1.84,2.0,2.0,15.0,30.0,8.0,Abstract,
Hellboy: The Board Game,6.433,7.8,1859,84.99,2019.0,2.94,1.0,4.0,60.0,90.0,14.0,Thematic,
Medina,6.433,7.02,3190,,2001.0,2.78,3.0,4.0,60.0,60.0,10.0,Abstract,Strategy
Keythedral,6.433,7.05,3008,,2002.0,2.85,2.0,5.0,60.0,90.0,8.0,Strategy,
Trains: Rising Sun,6.432,7.43,1860,,2014.0,2.44,2.0,4.0,45.0,45.0,12.0,Strategy,
Similo,6.432,6.82,5050,9.99,2019.0,1.05,2.0,8.0,10.0,15.0,7.0,Family,
Barcelona,6.431,7.88,1372,,2023.0,3.34,1.0,4.0,60.0,90.0,14.0,Strategy,
Guildhall,6.431,6.89,4127,,2012.0,2.07,2.0,4.0,30.0,45.0,10.0,Family,Strategy
Rialto,6.431,6.9,4011,,2013.0,2.55,2.0,5.0,45.0,45.0,10.0,Strategy,
Merchant of Venus,6.431,7.15,2758,,1988.0,2.84,1.0,6.0,180.0,180.0,12.0,Strategy,
Wild Space,6.43,7.21,2467,32.99,2020.0,2.07,1.0,5.0,15.0,40.0,10.0,Family,
Habitats,6.429,7.37,1940,44.0,2016.0,2.16,1.0,5.0,30.0,50.0,10.0,Family,Strategy
Evo,6.429,6.87,4477,,2001.0,2.34,3.0,5.0,60.0,120.0,12.0,Family,Strategy
Saboteur,6.429,6.55,31536,9.99,2004.0,1.32,3.0,10.0,30.0,30.0,8.0,Family,Party
Liberté,6.428,7.12,2713,45.0,1998.0,3.3,3.0,6.0,90.0,90.0,14.0,Strategy,
Planet Steam,6.427,7.1,2880,,2008.0,3.76,2.0,5.0,90.0,180.0,14.0,Strategy,
One Deck Dungeon: Forest of Shadows,6.427,7.12,3022,18.63,2017.0,2.33,1.0,2.0,30.0,45.0,14.0,Family,Thematic
Perseverance: Castaway Chronicles – Episodes 1 & 2,6.427,7.79,1504,,2022.0,4.28,1.0,4.0,80.0,180.0,14.0,Strategy,
Cartagena,6.426,6.68,7883,24.8,2000.0,1.6,2.0,5.0,45.0,45.0,8.0,Family,
TransAmerica,6.425,6.68,8160,37.99,2001.0,1.35,2.0,6.0,30.0,30.0,13.0,Family,
The Captain Is Dead,6.424,7.08,3215,37.51,2014.0,2.4,2.0,7.0,60.0,90.0,14.0,Strategy,Thematic
Gutenberg,6.423,7.37,2015,43.95,2021.0,2.7,1.0,4.0,60.0,120.0,10.0,Strategy,
Sylvion,6.422,7.06,3072,,2015.0,2.05,1.0,2.0,30.0,30.0,10.0,Strategy,
Fearsome Floors,6.421,6.67,8201,,2003.0,1.82,2.0,7.0,60.0,60.0,10.0,Family,
Battle Line: Medieval,6.421,7.66,1537,24.0,2017.0,1.87,2.0,2.0,30.0,30.0,12.0,Strategy,
Sabika,6.42,7.86,1387,56.39,2022.0,3.86,1.0,4.0,60.0,120.0,14.0,Strategy,
New Angeles,6.42,7.07,3152,,2016.0,3.23,4.0,6.0,120.0,240.0,14.0,Strategy,
Imhotep: The Duel,6.42,7.08,2861,19.95,2018.0,1.97,2.0,2.0,30.0,30.0,10.0,Family,Strategy
Dark Moon,6.419,6.99,3389,,2011.0,2.38,3.0,7.0,60.0,75.0,12.0,Thematic,
Deep Madness,6.418,7.85,1932,,2018.0,3.42,1.0,6.0,60.0,120.0,16.0,Thematic,
Yukon Airways,6.418,7.35,2041,42.99,2019.0,2.76,1.0,4.0,60.0,90.0,14.0,Strategy,
Pavlov's House,6.417,7.91,1337,89.99,2018.0,2.75,1.0,3.0,60.0,75.0,12.0,Wargames,
UBOOT: The Board Game,6.417,7.59,2022,,2019.0,4.13,1.0,4.0,30.0,120.0,12.0,Thematic,Wargames
V-Sabotage,6.416,7.73,1667,,2016.0,2.69,1.0,4.0,30.0,180.0,12.0,Thematic,Wargames
Rallyman,6.415,7.19,2504,,2009.0,2.16,1.0,4.0,45.0,45.0,9.0,Family,Thematic
Northgard: Uncharted Lands,6.413,7.71,1733,59.14,2022.0,2.69,2.0,5.0,45.0,90.0,13.0,Strategy,
Catacombs,6.413,7.06,2953,,2010.0,1.96,2.0,5.0,30.0,60.0,12.0,Thematic,
Star Wars: Unlock!,6.413,7.08,2733,32.79,2020.0,1.82,1.0,6.0,60.0,60.0,10.0,Thematic,
Strike,6.412,6.93,3718,,2012.0,1.03,2.0,5.0,15.0,15.0,8.0,Family,Party
Paper Dungeons: A Dungeon Scrawler Game,6.41,7.2,2520,,2020.0,2.12,1.0,8.0,30.0,30.0,10.0,Family,
Mariposas,6.409,6.82,4775,31.9,2020.0,2.18,2.0,5.0,45.0,75.0,14.0,Family,
Chronicles of Avel,6.409,7.65,1713,40.99,2021.0,1.97,1.0,4.0,60.0,90.0,8.0,Children's,Family
KeyForge: Age of Ascension,6.409,7.22,2477,11.19,2019.0,2.71,2.0,2.0,15.0,45.0,14.0,Customizable,
Fire & Axe: A Viking Saga,6.409,7.0,3167,42.99,2004.0,2.67,3.0,5.0,30.0,90.0,12.0,Strategy,
The Castles of Burgundy: The Dice Game,6.407,6.88,3970,19.99,2017.0,1.89,1.0,5.0,15.0,30.0,10.0,Family,
Fog of Love,6.407,6.7,7576,48.9,2017.0,2.24,2.0,2.0,60.0,120.0,17.0,Thematic,
Tempel des Schreckens,6.407,7.18,2428,,2016.0,1.15,3.0,10.0,15.0,15.0,8.0,Party,
Heroes of Normandie,6.407,7.45,2130,,2014.0,2.75,2.0,2.0,30.0,60.0,14.0,Wargames,
Wings of War: Famous Aces,6.407,6.86,4729,,2004.0,1.74,2.0,4.0,20.0,20.0,10.0,Thematic,Wargames
Warsaw: City of Ruins,6.406,7.32,2021,,2016.0,2.23,2.0,4.0,45.0,60.0,10.0,Strategy,
Starship Catan,6.405,6.84,4473,,2001.0,2.46,2.0,2.0,60.0,60.0,12.0,Strategy,
Unearth,6.405,6.85,4983,,2017.0,1.95,2.0,4.0,30.0,60.0,8.0,Family,
Calimala,6.405,7.2,2276,,2017.0,2.79,3.0,5.0,75.0,75.0,10.0,Strategy,
Super Mega Lucky Box,6.405,7.19,2351,24.02,2021.0,1.23,1.0,6.0,20.0,20.0,8.0,Family,
Edge of Darkness,6.404,7.5,1777,,2019.0,3.45,1.0,4.0,120.0,120.0,14.0,Strategy,
Museum,6.404,7.19,2563,,2019.0,2.58,2.0,4.0,30.0,60.0,12.0,Family,
CloudAge,6.403,7.25,2223,49.06,2020.0,2.84,1.0,4.0,60.0,100.0,10.0,Strategy,
Star Trek: Catan,6.403,6.99,3652,,2012.0,2.35,3.0,4.0,75.0,75.0,10.0,Family,Strategy
Kahuna,6.403,6.61,9619,29.4,1998.0,2.05,2.0,2.0,30.0,40.0,10.0,Abstract,
Walking in Burano,6.403,7.11,2701,21.84,2018.0,2.01,1.0,4.0,20.0,40.0,10.0,Family,
Keyper,6.401,7.26,2086,82.99,2017.0,3.56,2.0,4.0,90.0,120.0,14.0,Strategy,
Scarface 1920,6.401,8.0,1397,,2023.0,3.75,1.0,4.0,90.0,150.0,14.0,Strategy,Thematic
Grove: A 9 card solitaire game,6.401,7.76,1377,16.99,2021.0,1.4,1.0,1.0,5.0,10.0,8.0,,
Food Chain Island,6.401,7.25,2246,,2020.0,1.32,1.0,1.0,15.0,15.0,8.0,Family,
Eat Poop You Cat,6.4,7.46,1695,,,1.11,3.0,99.0,20.0,20.0,,Party,
Uprising: Curse of the Last Emperor,6.4,8.45,1024,,2021.0,3.71,1.0,4.0,120.0,240.0,13.0,Strategy,
Titan,6.4,6.97,3997,,1980.0,3.46,2.0,6.0,30.0,240.0,12.0,Thematic,Wargames
Mystery Rummy: Jack the Ripper,6.4,6.95,3503,,1998.0,1.75,2.0,4.0,45.0,45.0,10.0,Family,Strategy
The Little Prince: Make Me a Planet,6.4,6.9,3796,,2013.0,1.57,2.0,5.0,25.0,25.0,8.0,Family,
Trails,6.399,7.07,2950,36.57,2021.0,1.8,2.0,4.0,20.0,40.0,10.0,Family,
Kitchen Rush (Revised Edition),6.399,7.51,1655,48.76,2019.0,2.13,2.0,4.0,20.0,60.0,8.0,Family,Thematic
Conflict of Heroes: Storms of Steel! – Kursk 1943,6.398,7.7,1484,,2009.0,3.09,1.0,4.0,120.0,120.0,12.0,Wargames,
Kingdom Rush: Rift in Time,6.398,7.38,2093,58.98,2020.0,3.0,1.0,4.0,45.0,90.0,10.0,Strategy,
Gloom of Kilforth: A Fantasy Quest Game,6.397,7.53,1934,,2017.0,3.12,1.0,4.0,60.0,180.0,13.0,Thematic,
Exit: The Game – The Mysterious Museum,6.397,7.14,2445,14.75,2018.0,2.13,1.0,4.0,45.0,90.0,10.0,Family,Thematic
The Starfarers of Catan,6.397,6.8,5309,,1999.0,2.58,3.0,4.0,120.0,120.0,12.0,Family,Strategy
Guillotine,6.397,6.54,21085,13.93,1998.0,1.27,2.0,5.0,30.0,30.0,12.0,Family,
Spot it!,6.397,6.57,17893,12.99,2009.0,1.03,2.0,8.0,15.0,15.0,7.0,Party,
Exit: The Game – The Forgotten Island,6.397,6.91,3557,14.24,2017.0,2.62,1.0,4.0,45.0,90.0,12.0,Thematic,
Star Wars: Jabba's Palace – A Love Letter Game,6.397,7.25,2166,12.14,2022.0,1.28,2.0,6.0,20.0,20.0,10.0,Family,
Room 25,6.397,6.71,6724,,2013.0,1.93,1.0,6.0,30.0,30.0,13.0,Thematic,
Manhattan,6.396,6.73,5670,,1994.0,1.92,2.0,4.0,45.0,45.0,10.0,Family,
Welcome to the Dungeon,6.396,6.55,14006,11.99,2013.0,1.23,2.0,4.0,30.0,30.0,10.0,Family,Party
Mykerinos,6.395,6.84,3970,,2006.0,2.56,2.0,4.0,30.0,60.0,10.0,Strategy,
Ticket to Ride: Germany,6.394,7.6,1623,,2017.0,1.69,2.0,5.0,30.0,60.0,8.0,Family,
Aftermath,6.394,7.57,1716,59.99,2019.0,2.85,1.0,4.0,60.0,120.0,14.0,Thematic,
Porta Nigra,6.393,7.17,2287,,2015.0,2.99,2.0,4.0,75.0,120.0,12.0,Strategy,
